game_id,title,release_year,n_interactions
463350,Storm Of Spears RPG,2016.0,72
322680,BLACKHOLE,2015.0,72
312630,OTTTD,2014.0,72
18820,Zero Gear,2010.0,71
361040,Doom &amp; Destiny Advanced,2016.0,71
259450,Drifter,2014.0,71
330270,Warlocks vs Shadows,2015.0,71
429330,Stikbold! A Dodgeball Adventure,2016.0,71
423490,Air Missions: HIND,2016.0,71
229810,A Fistful of Gun,2015.0,71
306680,Lexica,2014.0,71
412520,Evil Defenders,2015.0,70
80340,Blackwell Unbound,2012.0,70
422940,Divergence: Online,2016.0,70
341870,TEMBO THE BADASS ELEPHANT,2015.0,70
409920,Brilliant Shadows - Part One of the Book of Gray Magic,2015.0,70
585840,Leaving Lyndow,2017.0,70
380580,SpaceCorn,2012.0,70
343070,World of Subways 4 – New York Line 7,2015.0,69
446560,Just Dance 2017,2016.0,69
234820,Driver Fusion Premium,2017.0,69
340310,Teddy Floppy Ear - Kayaking,2015.0,69
21600,Age of Booty™,2009.0,69
2800,X2: The Threat,2003.0,69
295670,Hive Jump,2017.0,69
561600,MXGP3 - The Official Motocross Videogame,2017.0,69
422250,ShipLord,2015.0,68
286320,Oknytt,2013.0,68
371010,Nomad Fleet,2015.0,68
449470,Atulos Online,2016.0,68
612070,Kio's Adventure,2017.0,68
345220,Agent Awesome,2015.0,68
351150,DRAGON: A Game About a Dragon,2015.0,67
415850,BAD END,2015.0,67
400580,Black Closet,2015.0,67
303430,Roundabout,2014.0,67
284810,Nightmares from the Deep 3: Davy Jones,2014.0,66
293480,FRONTIERS,2014.0,66
580710,Afghanistan '11,2017.0,66
384500,Zombie Party,2016.0,66
409910,The Storm Guard: Darkness is Coming,2016.0,66
270910,Worms World Party Remastered,2015.0,66
207730,Arena Wars 2,2012.0,65
311770,LEGO® Pirates of the Caribbean: The Video Game,2011.0,65
567290,Slash It,2016.0,65
290490,The Flock,2015.0,65
262770,Freedom Fall,2014.0,64
259890,Agricultural Simulator: Historical Farming,2012.0,64
311250,Doorways: The Underworld,2014.0,64
70620,Worms Crazy Golf,2011.0,64
269670,BADLAND: Game of the Year Edition,2015.0,64
427510,Way of the Samurai 3,2016.0,64
428440,Chasing Dead,2016.0,64
342550,Phantasmal: Survival Horror Roguelike,2016.0,64
233680,Black Ink,2016.0,64
45450,Fortix 2,2011.0,63
465660,Franchise Hockey Manager 3,2016.0,63
548370,Rezrog,2017.0,63
230650,Lords of Football,2013.0,62
251410,Dark Matter,2013.0,61
403430,ARCADE GAME SERIES: GALAGA,2016.0,61
287100,Chaos Domain,2014.0,61
355520,The Albino Hunter,2015.0,61
32330,LEGO® Indiana Jones™: The Original Adventures,2008.0,61
524640,Asura: Vengeance Expansion,2017.0,61
390660,Call of Tomsk-7,2015.0,60
209120,Street Fighter X Tekken,2012.0,60
267340,Beware Planet Earth,2014.0,60
57200,Puzzle Dimension,2010.0,60
411570,Zombie Exodus,2011.0,60
291630,Mirror Mysteries,2014.0,60
377150,Tactical Genius Online,2017.0,59
439920,Royal Heroes,2016.0,59
654990,Dude Simulator,2017.0,59
385260,Lamia Must Die,2014.0,59
293840,Cult of the Wind,2014.0,59
260190,Marc Eckō's Getting Up: Contents Under Pressure,2006.0,59
561610,MotoGP™17,2017.0,59
307760,Zoo Park,2014.0,59
289300,Faces of War,2006.0,58
301200,Frederic: Evil Strikes Back,2014.0,58
445110,Tasty Planet: Back for Seconds,2016.0,58
42500,DogFighter,2010.0,58
319280,Yatagarasu Attack on Cataclysm,2015.0,58
57600,Tropico 3: Absolute Power,2010.0,57
351630,Fire With Fire Tower Attack and Defense,2016.0,57
550470,NosTale,2017.0,57
397500,Labyronia RPG 2,2015.0,57
645090,Zup! 5,2017.0,56
65600,Gothic 3: Forsaken Gods Enhanced Edition,2011.0,56
325930,Viking Squad,2016.0,56
286380,Strata,2014.0,56
559910,Terroir,2017.0,56
299420,CubeGun,2014.0,56
412670,Bullet Heaven 2,2015.0,56
352160,Curse of Mermos,2015.0,55
324760,Monster Truck Destruction,2015.0,55
33770,Drakensang: The River of Time,2011.0,55
420880,I must kill...: Fresh Meat,2015.0,55
434210,It's Spring Again,2016.0,55
289340,Freight Tycoon Inc.,2007.0,54
389870,Mugen Souls,2015.0,54
438130,Root Double -Before Crime * After Days- Xtend Edition,2016.0,54
552130,Whiplash - Crash Valley,2016.0,54
61600,Zen Bound 2,2010.0,54
222660,Retro/Grade,2013.0,54
421630,A Study in Steampunk: Choice by Gaslight,2015.0,54
444590,Shrouded in Sanity,2016.0,54
581120,Griptape Backbone,2017.0,54
434370,Buried: An Interactive Story,2016.0,54
233310,Avadon 2: The Corruption,2013.0,53
595420,Franchise Hockey Manager 4,2017.0,53
370090,Axis Football 2015,2015.0,53
70120,Hacker Evolution Duality,2011.0,53
205810,Jagged Alliance: Crossfire,2012.0,53
617480,Tower of Time,2017.0,53
204960,Magical Drop V,2012.0,53
263860,SPACECOM,2014.0,53
348200,Nimble Writer,2015.0,53
203560,Containment: The Zombie Puzzler,2012.0,53
211970,Test Drive: Ferrari Racing Legends,2012.0,53
356070,Commander Cool 2,2015.0,53
95900,Air Conflicts: Secret Wars,2011.0,53
571530,Superdimension Neptune VS Sega Hard Girls | 超次元大戦ネプテューヌVSセガハードガールズ夢の合体スペシャル  | 超次元大戰戰機少女VS SEGA主機娘夢幻合體特別版,2017.0,52
236470,PAC-MAN MUSEUM™,2014.0,52
356420,Interloper,2015.0,52
329280,Avalon Lords: Dawn Rises,2016.0,52
235660,Eador: Genesis,2009.0,52
366290,Carp Fishing Simulator,2015.0,52
254300,Dofus,2016.0,51
3310,Chuzzle Deluxe,2006.0,51
459160,Allods Online My.com,2009.0,51
297720,Corpse of Discovery,2015.0,51
583760,Slash It 2,2017.0,51
425410,Road to Ballhalla,2016.0,51
300320,The Few,2014.0,51
461780,Moonstone Tavern - A Fantasy Tavern Sim!,2016.0,51
424830,Bell Ringer,2016.0,51
391170,Void Invaders,2015.0,51
267900,Guilty Gear Isuka,2006.0,51
463160,Super Dungeon Tactics,2016.0,51
287070,Battle Academy,2010.0,50
281750,Munin,2014.0,50
280910,T.E.C. 3001,2014.0,50
11260,Pacific Storm Allies,2007.0,50
404690,This Book Is A Dungeon,2015.0,50
492500,Heroes of the Monkey Tavern,2016.0,50
343560,Bob Was Hungry,2015.0,50
379870,Alteil: Horizons,2016.0,50
655550,NOKBAK,2017.0,50
545980,Voodoo Vince: Remastered,2017.0,50
70640,Worms,1995.0,49
285960,Q*bert: Rebooted,2014.0,49
334210,Fortified,2016.0,49
351300,Ceres,2015.0,49
342970,Pixel Survivors,2016.0,49
381100,The Men of Yoshiwara: Kikuya,2015.0,49
319730,GRANADO ESPADA,2007.0,49
18070,The Baconing,2011.0,49
339570,Enemy,2015.0,49
350020,The Gate,2015.0,49
411330,Men of Valor,2004.0,49
292060,Titanfall - The Final Hours,2014.0,49
263480,Final Rush,2014.0,49
397040,Sphere III: Enchanted World,2015.0,49
442070,Drawful 2,2016.0,49
347030,The Bluecoats: North vs South,2012.0,49
388370,Nova Blitz,2017.0,49
371330,Two Digits,2015.0,48
2840,X: Beyond the Frontier,1999.0,48
406080,Ant War: Domination,2015.0,48
403900,Clergy Splode,2015.0,48
277910,Mars Colony:Challenger,2014.0,48
448070,Red Risk,2016.0,48
390610,Circa Infinity,2015.0,48
528160,Solstice Chronicles: MIA,2017.0,48
525380,Demon Peak,2017.0,48
597970,Age of Rivals,2017.0,47
414080,Life is Hard,2015.0,47
356000,The Hero of Kendrickstone,2015.0,47
418440,Tick Tock Isle,2015.0,47
586140,BlazBlue Centralfiction,2017.0,47
33620,Crash Time 3,2009.0,47
256050,Adventure Park,2013.0,47
337270,Ostrich Island,2015.0,47
313590,Boo Bunny Plague,2014.0,47
260930,Emergency 2014,2013.0,47
438480,Rock 'N' Roll Defense,2016.0,46
98600,Demolition Inc.,2011.0,46
18700,And Yet It Moves,2009.0,46
11370,Nikopol: Secrets of the Immortals,2008.0,46
390720,Anarcute,2016.0,46
329650,NAM,1998.0,46
254080,World War III: Black Gold,2001.0,45
354860,The Adventures of Tree,2015.0,45
482450,Nitroplus Blasterz: Heroines Infinite Duel,2016.0,45
408920,Krai Mira: Extended Cut,2016.0,45
400040,ShareX,2007.0,45
326720,Instant Dungeon!,2014.0,45
290650,Time Ramesside (A New Reckoning),2015.0,45
476490,Choice of the Pirate,2016.0,45
397690,Hyperspace Invaders II: Pixel Edition,2015.0,45
461970,Skyreach,2016.0,45
371510,Gunnheim,2015.0,45
409000,Mystery Chronicle: One Way Heroics,2016.0,44
474820,The Magical Silence,2016.0,44
255260,Pro Cycling Manager 2014,2014.0,44
603940,Pixel Shopkeeper,2017.0,44
613390,DUNGEONS OF CHAOS,2017.0,44
302130,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition,2012.0,44
292480,Magical Battle Festa,2014.0,44
293440,Elliot Quest,2014.0,44
563750,World Boxing Manager,2016.0,44
253390,Hot Tin Roof: The Cat That Wore A Fedora,2015.0,44
526250,GEARGUNS Tank offensive,2016.0,44
387010,FIVE: Guardians of David,2015.0,44
567280,Cube Runner,2016.0,44
308460,War in a Box: Paper Tanks,2014.0,43
636690,Sociable Soccer,2017.0,43
277110,Return to Mysterious Island,2014.0,43
457600,Emerge: Cities of the Apocalypse,2016.0,43
332610,Mystik Belle,2015.0,43
680980,HEADLINER,2017.0,43
65720,Arma 2: Private Military Company,2010.0,43
302060,Trucks &amp; Trailers,2011.0,43
590280,Canvas The Gallery,2017.0,43
315320,Skilltree Saga,2014.0,43
297490,Spy Chameleon - RGB Agent,2014.0,43
299260,Commando Jack,2014.0,43
356880,Eron,2015.0,42
450670,Table Top Racing: World Tour,2016.0,42
251910,Solar Flux,2013.0,42
63110,Alter Ego,2010.0,42
421660,Harmonia,2016.0,42
508980,Crashday Redline Edition,2017.0,42
351250,Avalanche 2: Super Avalanche,2015.0,42
315550,Taxi,2014.0,42
311040,Rulers of Nations,2014.0,42
429780,Bunny Hop League,2017.0,42
352240,The Westport Independent,2016.0,42
386700,The Oil Blue: Steam Legacy Edition,2010.0,42
375500,The Deep Paths: Labyrinth Of Andokost,2016.0,42
111100,Snuggle Truck,2012.0,42
259640,Guise Of The Wolf,2014.0,41
219760,Beyond Divinity,2004.0,41
315850,Amazing Princess Sarah,2014.0,41
351470,Sometimes: Success Requires Sacrifice,2015.0,41
540880,Rose of Winter,2016.0,41
472420,"Duke Grabowski, Mighty Swashbuckler",2016.0,41
273240,Gunhound EX,2014.0,41
42920,The Kings' Crusade,2010.0,41
360890,The Lost Valley,2015.0,41
46550,Post Mortem,2002.0,41
453850,Dear RED - Extended,2016.0,41
403040,Driver Booster 3 for STEAM,2015.0,41
344810,Total Extreme Wrestling,2015.0,41
368080,Aurion: Legacy of the Kori-Odan,2016.0,41
418110,March of War: FaceOff - XL,2015.0,41
11340,Larva Mortus,2009.0,41
522040,Princess Remedy 2: In A Heap of Trouble,2016.0,40
461820,Legionwood 1: Tale of the Two Swords,2016.0,40
363410,Always The Same Blue Sky...,2015.0,40
9760,Act of War: High Treason,2006.0,40
462960,Caveman World: Mountains of Unga Boonga,2016.0,40
334290,Gates of Horizon,2014.0,40
671700,Dead Horizon,2017.0,40
61730,Critter Crunch,2012.0,40
315330,All Guns On Deck,2015.0,40
393930,RoShamBo,2016.0,40
233110,Defense Technica,2013.0,40
246980,InFlux,2013.0,40
361380,World War I,2005.0,40
340540,TDP4:Team Battle,2012.0,39
746910,Chicken Farm 2K17,2017.0,39
280540,GhostControl Inc.,2014.0,39
487700,Conan the mighty pig,2016.0,39
404820,Ragdoll Runners,2016.0,39
350220,Dead Sea,2015.0,38
378100,Nyctophobia,2015.0,38
307980,Cricket Captain 2014,2014.0,38
493080,Card Quest,2017.0,38
529240,"Creature Clicker - Capture, Train, Ascend!",2017.0,38
284260,PANORAMICAL,2015.0,38
209690,Fieldrunners,2012.0,38
308060,Black The Fall,2017.0,38
531530,Polygod,2016.0,38
7530,Two Worlds II Castle Defense,2011.0,38
239720,PAC-MAN™ and the Ghostly Adventures,2013.0,38
301300,Chicken Invaders 4,2014.0,38
345080,Flame Over,2015.0,38
12460,BC Kings,2008.0,38
235800,Audiosurf 2,2015.0,37
273750,Formula Truck 2013,2013.0,37
394700,Karma. Incarnation 1,2016.0,37
723790,The Pirate: Plague of the Dead,2017.0,37
662210,Metal as Phuk,2017.0,37
423320,Pendragon Rising,2015.0,37
703840,Animal Super Squad,2017.0,37
311910,DIG IT! - A Digger Simulator,2014.0,37
33950,Fish Fillets 2,2007.0,36
425600,The Order of the Thorne - The King's Challenge,2016.0,36
468490,Neon Space,2016.0,36
80000,APOX,2011.0,36
587100,Ys SEVEN,2017.0,36
361360,Goosebumps: The Game,2015.0,36
464960,Hiiro,2016.0,36
315670,Raiden III Digital Edition,2014.0,36
446780,AMOK,2016.0,36
394600,Mighty Gunvolt,2015.0,36
317280,Solstice,2016.0,35
515470,Hyper color ball,2016.0,35
367550,Rugby League Team Manager 2015,2015.0,35
698720,KILL THE EMOJI 😱,2017.0,35
564150,Rosenkreuzstilette,2017.0,35
439250,Space Pilgrim Episode III: Delta Pavonis,2016.0,35
275510,Z Steel Soldiers,2014.0,35
32770,Joint Operations: Combined Arms Gold,2009.0,35
400030,Cloney,2014.0,35
489170,Galaxy Reavers,2016.0,35
34920,Razor2: Hidden Skies,2010.0,35
254480,Obscure II (Obscure: The Aftermath),2008.0,34
595460,Flix and Chill,2017.0,34
422910,Creeper World: Anniversary Edition,2016.0,34
432980,INVERSUS Deluxe,2016.0,34
254880,MoonBase Commander,2002.0,34
485580,24 HOURS,2016.0,34
7010,Project: Snowblind,2005.0,34
360620,Spellsworn,2015.0,34
466840,Super Space Pug,2016.0,34
528720,Shu,2016.0,34
619280,Gloom,2017.0,34
466980,Can't Drive This,2016.0,34
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,1998.0,34
728730,Holyday City: Reloaded,2017.0,34
444690,Outbreak: Pandemic Evolution,2016.0,34
40420,Tidalis,2010.0,34
454100,Dungeon Escape,2016.0,34
109500,Fowl Space,2012.0,34
316140,Appointment With FEAR,2014.0,33
286220,Pier Solar and the Great Architects,2014.0,33
453790,Candice DeBébé's Incredibly Trick Lifestyle,2016.0,33
555640,Japanese School Life,2016.0,33
32140,Midnight Mysteries,2009.0,33
462700,Cricket Captain 2016,2016.0,33
392070,Pumped BMX +,2015.0,33
606710,Sphinx and the Cursed Mummy,2003.0,33
260270,Shadows: Price For Our Sins Bonus Edition,2013.0,33
528510,Turbo Pug 3D,2016.0,33
401090,MODO indie 10,2015.0,33
97130,Kohan II: Kings of War,2004.0,33
267960,Hyper Fighters,2011.0,33
493060,Ballistic Tanks,2016.0,33
525040,The Disney Afternoon Collection,2017.0,33
571880,Angels with Scaly Wings,2017.0,33
587260,Tokyo Xanadu eX+,2017.0,32
322540,Galactic Inheritors,2015.0,32
485820,e-River Cabin Journal,2016.0,32
444940,UBERMOSH:BLACK,2016.0,32
464450,DoDonPachi Resurrection,2016.0,32
588180,Totemori,2017.0,32
613270,Dinosis Survival,2017.0,32
340320,Sinless + OST,2015.0,32
388620,DungeonUp,2014.0,32
371450,Awe,2015.0,32
278810,LA Cops,2015.0,32
314180,Deathsmiles,2016.0,32
345750,Idol Hands,2015.0,32
384840,Dead But Alive! Southern England,2015.0,32
341120,Glorkian Warrior: The Trials Of Glork,2015.0,32
387840,Alpha Runner,2015.0,32
11050,Dracula Origin,2008.0,31
365210,Hollywood Visionary,2015.0,31
306440,Oblitus,2015.0,31
323450,Alphadia Genesis,2015.0,31
588010,Red String of Fate,2017.0,31
459470,Wars of Napoleon,2015.0,31
271550,Tribloos 2,2013.0,31
302750,The Counting Kingdom,2014.0,31
321950,Yury,2014.0,31
294670,Putt-Putt® Travels Through Time,1997.0,31
491000,Gravity Cat,2016.0,31
626010,Office Space: Idle Profits,2017.0,31
200490,Memento Mori,2012.0,31
301690,Cobi Treasure Deluxe,2013.0,30
301500,BOMB: Who let the dogfight?,2015.0,30
344300,Heckabomb,2015.0,30
11150,Sherlock Holmes: The Silver Earring,2004.0,30
346110,ARK: Survival Evolved,2017.0,30
426590,Blood of Magic,2015.0,30
237590,R.I.P.D.: The Game,2013.0,30
298360,Immortal Defense,2007.0,30
204440,Pickers,2012.0,30
4460,City Life 2008,2008.0,29
685420,Grace of Zordan,2017.0,29
461720,Tank Blast,2016.0,29
264220,Mr. Bree+,2013.0,29
370190,Ruzh Delta Z,2015.0,29
378080,Rack N Ruin,2015.0,29
379640,Bloo Kid 2,2014.0,29
277390,VIDEOBALL,2016.0,29
295910,Olympia Rising,2015.0,29
595740,SAMURAI WARRIORS: Spirit of Sanada,2017.0,29
265170,Acceleration of SUGURI X-Edition HD,2014.0,29
259340,Chicken Shoot Gold,2003.0,29
514990,Outbreak,2017.0,29
371670,Rolling Sun,2015.0,28
273820,Mining &amp; Tunneling Simulator,2014.0,28
491080,BoneBone: Rise of the Deathlord,2016.0,28
446330,Guns of Infinity,2016.0,28
454530,Decisive Campaigns: Barbarossa,2015.0,28
223000,7 Wonders: Ancient Alien Makeover,2012.0,28
46280,Star Wolves 2,2010.0,28
270770,Etherlords,2001.0,28
659900,Aetherspace,2017.0,28
39660,The Guild II - Pirates of the European Seas,2007.0,28
473450,The Narrator Is a DICK,2016.0,28
428350,Fear Equation,2016.0,28
485360,Disgraced,2016.0,28
362860,Sylvio,2015.0,28
431590,Earn to Die 2,2016.0,28
394850,Square Brawl,2015.0,28
283430,Litil Divil,1993.0,28
204220,Snapshot,2012.0,28
420270,Into the Void,2015.0,28
392920,Arvale,2015.0,27
704210,"BLOCK WARRIORS: ""Open World"" Game",2017.0,27
715310,Urban Rivals,2017.0,27
470600,Video blogger Story,2016.0,27
9850,Codename: Panzers - Cold War,2009.0,27
378480,Badland Bandits,2015.0,27
364230,Lucius Demake,2016.0,27
270190,1HEART,2014.0,27
33730,18 Wheels of Steel: Extreme Trucker,2009.0,27
216290,Gateways,2012.0,27
370150,LOOP: A Tranquil Puzzle Game,2015.0,27
467000,Insincere,2016.0,27
455020,Jackpot Poker by PokerStars,2017.0,27
348400,BattleLore: Command,2014.0,27
682970,MineFight,2017.0,27
253960,Jack Orlando: Director's Cut,2012.0,27
372930,New York Mysteries: Secrets of the Mafia,2015.0,27
18050,DeathSpank: Thongs of Virtue,2010.0,27
281860,RefleX,2014.0,27
32200,Metal Drift,2009.0,27
422110,Wand Wars,2016.0,26
42140,Hamilton's Great Adventure,2011.0,26
243280,Poöf,2013.0,26
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),2016.0,26
461010,Roll'd,2016.0,26
349790,Galaxy of Pen &amp; Paper,2017.0,26
614100,Heroes of Paragon,2017.0,26
206610,3SwitcheD,2012.0,26
323780,Fireworks Simulator,2014.0,26
556180,Mysterium: A Psychic Clue Game,2017.0,26
410970,Master of Orion 1,1996.0,26
12340,Jack Keane,2008.0,26
325320,Mythos: The Beginning - Director's Cut,2014.0,26
603800,ReThink,2017.0,26
730410,Music Awards Manager,2017.0,26
230410,Warframe,2013.0,26
549240,Beans: The Coffee Shop Simulator,2017.0,25
697610,Idle Bouncer,2017.0,25
493220,After the Empire,2017.0,25
338640,Subsiege,2017.0,25
528820,Eisenwald: Blood of November,2016.0,25
458630,Political Animals,2016.0,25
3410,Heavy Weapon Deluxe,2006.0,25
639230,Rival Books of Aster,2017.0,25
390210,FreezeME,2015.0,25
333390,Tales of Aravorn: Seasons Of The Wolf,2014.0,25
622060,XOXO Droplets,2017.0,25
586880,Mini Ghost,2017.0,25
500870,Riddles Of The Past,2016.0,25
375220,Bitweb,2015.0,24
263940,Red Baron Pack,1990.0,24
564050,Bud Spencer &amp; Terence Hill - Slaps And Beans,2017.0,24
657990,Crafting Dead,2017.0,24
266470,Dark Horizons: Mechanized Corps,2014.0,24
294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,1996.0,24
429530,Falcon 4.0,1998.0,24
73170,Darkest Hour: A Hearts of Iron Game,2011.0,24
468570,De-Void,2016.0,24
328710,One Last Day,2015.0,24
502140,Drayt Empire,2016.0,24
374400,VoiceBot,2015.0,24
600280,Supreme Ruler The Great War,2017.0,24
246880,Recruits,2014.0,24
618510,Battle Bruise,2017.0,24
342020,BiT Evolution,2015.0,23
431870,Castle Torgeath: Descent into Darkness,2016.0,23
274880,Jet Car Stunts,2014.0,23
656270,It`s Village,2017.0,23
586310,Gunman Taco Truck,2017.0,23
426290,The Away Team,2016.0,23
589390,Trashville,2017.0,23
331970,Treasure Planet: Battle at Procyon,2002.0,23
607400,Necrosphere,2017.0,23
717640,Reigns: Her Majesty,2017.0,23
495480,Visual Novel Maker,2017.0,23
434880,Hieroglyphika,2016.0,23
548480,NightZ,2017.0,23
446600,Magi Trials,2016.0,23
224700,The Game of Life,2013.0,23
461730,Blaite,2017.0,23
265380,Grimind,2014.0,23
32670,Delta Force: Black Hawk Down,2003.0,23
415800,X Rebirth: Home of Light,2016.0,22
46380,Reign: Conflict of Nations,2010.0,22
544180,Orbox C,2016.0,22
463700,Super Cloudbuilt,2017.0,22
268710,Zero Point,2014.0,22
398210,BlackShadows,2014.0,22
277700,On Rusty Trails,2016.0,22
536640,Grimm: Dark Legacy,2016.0,22
583010,VoiceAttack,2009.0,22
691450,Misao: Definitive Edition,2017.0,22
540070,DRAGON BALL Xenoverse 2 - Steve Aoki Pack,2016.0,22
523120,VEGAS Movie Studio 14 Platinum Steam Edition,2017.0,22
311680,Flower Shop: Winter In Fairbrook,2011.0,22
383960,Machina of the Planet Tree -Planet Ruler-,2015.0,22
450950,Danmaku Unlimited 3,2017.0,22
18420,Crazy Machines,2005.0,22
539440,Citalis,2016.0,22
444260,Mindless Running,2016.0,22
369890,Riddled Corpses,2015.0,22
443330,Malus Code,2016.0,22
355920,Pixel Puzzles 2: Space,2016.0,22
453690,Dark Quest 2,2016.0,22
453710,TableTop Soccer,2016.0,22
532800,ComPet - Beast Battles,2016.0,22
687590,Juniper's Knot,2012.0,22
374520,Champions of Anteria™,2016.0,22
7730,X-COM: Interceptor,1998.0,21
425160,Recursion Deluxe,2016.0,21
434740,Lichtspeer,2016.0,21
320520,Oscura: Lost Light,2015.0,21
439750,The Lost Heir 2: Forging a Kingdom,2016.0,21
369300,Adventure Time: Finn and Jake Investigations,2015.0,21
430080,Elysium: Blood Games,2016.0,21
328310,Logistics Company,2014.0,21
555710,Zolg,2016.0,21
407680,Last Days of Spring Visual Novel,2015.0,21
448080,Fibbage XL,2016.0,21
460220,Xenoraid: The First Space War,2016.0,21
462830,Airline Director 2 - Tycoon Game,2016.0,21
257770,Signal Ops,2013.0,21
727910,Titanic,2017.0,21
299580,Abducted,2017.0,21
104020,Storm in a Teacup,2012.0,21
105700,Tobe's Vertical Adventure,2011.0,21
354140,Five Nights at Freddy's 3,2015.0,21
348180,Starship Traveller,2015.0,21
303470,Rush for Glory,2014.0,21
529130,Expect The Unexpected,2016.0,21
465170,Crime Secrets: Crimson Lily,2016.0,21
201010,Geneforge 5: Overthrow,2008.0,21
390920,Army of Pixels,2015.0,21
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,2016.0,21
341930,Space Station Alpha,2015.0,21
364510,Transcendence,2015.0,21
369560,The Story Goes On,2015.0,20
615340,Mystic Journey: Tri Peaks Solitaire,2017.0,20
407880,Mad Nords: Probably an Epic Quest,2016.0,20
2570,Vigil: Blood Bitterness™,2007.0,20
244950,Where is my Heart?,2014.0,20
349540,PeriAreion,2015.0,20
270590,Long Night,2014.0,20
598700,The Vagrant,2017.0,20
664000,HammerHelm,2017.0,20
297570,Warrior Kings,2002.0,20
562840,Dragon Blood,2017.0,20
509570,In Celebration of Violence,2016.0,20
332410,Moonchild,2016.0,20
373860,Apothecarium: The Renaissance of Evil - Premium Edition,2015.0,20
279640,The Troma Project,2015.0,20
51060,Drawn®: The Painted Tower,2011.0,20
529760,TAIKU MANSION,2017.0,20
301840,City of Brass,2017.0,20
384480,Six Sides of the World,2016.0,20
691540,Space Fighter,2017.0,20
346370,Into The War,2015.0,19
72400,Clones,2010.0,19
440450,Escape: Sierra Leone,2016.0,19
11560,Maelstrom: The Battle for Earth Begins,2007.0,19
342860,Dark Quest,2015.0,19
261600,Basketball Pro Management 2014,2014.0,19
262100,Trench Run,2016.0,19
410990,Master of Orion 3,2003.0,19
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,2015.0,19
394280,Dark Heritage: Guardians of Hope,2015.0,19
257870,Eschalon: Book III,2014.0,19
528730,Crypt of the Serpent King,2016.0,19
347590,Heroes of Hellas 3: Athens,2015.0,19
294570,Freddi Fish 5: The Case of the Creature of Coral Cove,2001.0,19
294650,Putt-Putt® Goes to the Moon,1993.0,19
349250,Copy Kitty,2016.0,19
543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,2017.0,19
253670,Aartform Curvy 3D 3.0,2013.0,19
541370,Clickdraw Clicker,2016.0,19
29160,Blueberry Garden,,19
23300,Yosumin!™,2009.0,19
389270,Through Abandoned,2015.0,19
364710,Wonky Pigeon!,2015.0,19
428180,Islet Online,2016.0,19
323280,Sea Legends: Phantasmal Light Collector's Edition,2012.0,19
676430,PUSH,2017.0,19
335700,I am Weapon: Revival,2016.0,19
337180,Velocity 2X,2015.0,19
513620,SkyTime,2016.0,18
407600,Raiden Legacy - Steam Edition,2015.0,18
675810,Bang! Howdy,2017.0,18
334980,Into Blue Valley,2014.0,18
390510,Sim Junta,2015.0,18
395560,Lost Horizon 2,2015.0,18
354950,East Tower - Akio,2012.0,18
354560,We Are Legion,2015.0,18
371850,Football Mogul 2014,2013.0,18
489260,Brut@l,2017.0,18
396800,12 Labours of Hercules IV: Mother Nature (Platinum Edition),2015.0,18
444670,SUPER IMPOSSIBLE ROAD,2016.0,18
508530,HackyZack,2017.0,18
435100,2Dark,2017.0,18
302470,Battle Mages,2003.0,18
538590,Sleeping Valley,2016.0,18
556280,Neon Prism,2016.0,18
385310,The Land Of Lamia,2015.0,18
434610,Forbidden Planet,2013.0,18
401840,ChargeShot,2015.0,18
339000,Ukrainian Ninja,2014.0,18
262240,SUGURI,2014.0,18
485620,Pick a Hero,2016.0,18
332530,Shutshimi,2015.0,18
217270,Karateka,2012.0,17
97110,Kohan: Immortal Sovereigns,2001.0,17
541450,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,2017.0,17
31830,Nancy Drew®: Curse of Blackmoor Manor,2004.0,17
415610,Red Comrades Save the Galaxy: Reloaded,2016.0,17
21030,Watchmen: The End is Nigh Part 2,2009.0,17
349510,Hanako: Honor &amp; Blade,2017.0,17
349210,The Art of Playing,2015.0,17
616240,Premium Pool Arena,2017.0,17
357320,Break_In,2015.0,17
116120,Lightfish,2011.0,17
492530,The Dark Legions,2004.0,17
12310,Culpa Innata,2007.0,17
600930,Re:ZERO -Starting Life in Another World-,2017.0,17
664750,Wrongworld,2017.0,17
493700,Monster Puzzle,2016.0,17
371430,Space Grunts,2016.0,17
596910,Life of a Wizard,2013.0,17
332540,We Slay Monsters,2017.0,17
331790,Data Hacker: Reboot,2015.0,17
588040,WILL: A Wonderful World / WILL：美好世界,2017.0,17
477750,Thirty Years' War,2015.0,17
585880,Once on a windswept night,2017.0,17
381320,Bezier,2016.0,17
444130,Auralux: Constellations,2016.0,17
385700,Battle For The Sun,2015.0,17
316030,Disney Alice in Wonderland,2010.0,17
314590,room13,2017.0,17
308080,Altitude0: Lower &amp; Faster,,17
424760,Bladestar,2016.0,17
296510,Magnetic By Nature,2014.0,17
16120,Plant Tycoon,2007.0,16
209610,Roller Coaster Rampage,2012.0,16
628490,Zen vs Zombie (Achievment Hunter),2017.0,16
311840,Wildlife Park,2003.0,16
