game_id,num_interactions,publisher,genres,title,release_date,tags,price,specs,developer
244830,4,Wingware,['Utilities'],Wing IDE 5,2014-04-30,"['Utilities', 'Programming']",79.99,['Single-player'],Wingware
244950,20,Die Gute Fabrik,"['Adventure', 'Casual', 'Indie']",Where is my Heart?,2014-05-29,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'Platformer', 'Pixel Graphics', 'Puzzle-Platformer', 'Cute']",7.99,"['Single-player', 'Steam Achievements']",Schulenburg Software
245390,207,Nightdive Studios,['Adventure'],"I Have No Mouth, and I Must Scream",1996-10-31,"['Point & Click', 'Adventure', 'Horror', 'Based On A Novel', 'Classic', 'Dark', 'Post-apocalyptic', 'Surreal', 'Retro', 'Cyberpunk', 'Sci-fi', 'Psychological Horror', 'Story Rich', 'Singleplayer', 'Cult Classic', 'Atmospheric', 'Mature', ""1990's"", 'Drama', '2D']",5.99,"['Single-player', 'Steam Trading Cards']",Cyberdreams
245450,174,"Gamepot, Inc., Nightdive Studios","['Adventure', 'RPG']",Wizardry 8,2001-11-15,"['RPG', 'Classic', 'Turn-Based Combat', 'Party-Based RPG', 'Adventure', 'Fantasy', 'First-Person', 'Turn-Based', 'Dungeon Crawler', 'CRPG', 'Singleplayer', 'Exploration', 'Atmospheric', 'Sci-fi']",9.99,"['Single-player', 'Steam Cloud']",Sir-Tech Canada
245550,772,,,Free to Play,2014-03-19,"['Free to Play', 'Documentary', 'e-sports']",Free Movie,"['Steam Achievements', 'Captions available']",
246760,299,Aterdux Entertainment,"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald,2015-07-02,"['Strategy', 'RPG', 'Medieval', 'Indie', 'Turn-Based', 'Story Rich', 'Turn-Based Strategy', 'Adventure', 'Singleplayer', 'Kickstarter']",19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",Aterdux Entertainment
246800,9,Chainsawesome Games,"['Action', 'Indie']",BeatBlasters III,2014-02-21,"['Indie', 'Action', 'Rhythm', 'Music', 'Platformer']",9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Chainsawesome Games
246820,3,"Vex Studios, LLC","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Jeklynn Heights,2016-05-25,"['Early Access', 'Action', 'Adventure', 'Indie', 'Casual']",Free,['Multi-player'],"Vex Studios, LLC"
246880,24,Commotion Games Pty Ltd,"['Action', 'Indie', 'Early Access']",Recruits,2014-07-31,"['Early Access', 'Action', 'Indie', 'Top-Down', 'Shooter']",9.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","QUByte Interactive,Commotion Games Pty Ltd"
246980,40,Impromptu Games,"['Adventure', 'Casual', 'Indie']",InFlux,2013-07-23,"['Casual', 'Indie', 'Adventure', 'Puzzle', 'Platformer']",9.99,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Impromptu Games
247240,518,Adult Swim Games,"['Action', 'Adventure', 'Indie']",Volgarr the Viking,2013-09-13,"['Platformer', 'Difficult', 'Action', 'Indie', '2D', 'Retro', 'Adventure', 'Singleplayer', 'Arcade', 'Side Scroller', 'Pixel Graphics', 'Fantasy']",9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",Crazy Viking Studios
247870,105,Positech,"['Indie', 'RPG', 'Simulation', 'Strategy']",Redshirt,2013-11-13,"['Indie', 'Simulation', 'RPG', 'Satire', 'Strategy', 'Sci-fi', 'Comedy', 'Casual', 'Dark Humor', 'Singleplayer']",9.99,"['Single-player', 'Steam Achievements']",The Tiniest Shark
248270,13,Songquito UG,"['Casual', 'Indie', 'Simulation']",Songs2See,2013-11-26,"['Indie', 'Simulation', 'Casual', 'Music', 'Education']",14.99,['Single-player'],Songquito UG
248310,953,GalaxyTrail,"['Action', 'Indie']",Freedom Planet,2014-07-21,"['Platformer', 'Action', 'Great Soundtrack', 'Female Protagonist', 'Indie', '2D', 'Retro', 'Pixel Graphics', 'Fast-Paced', 'Kickstarter', 'Singleplayer', 'Anime', 'Adventure', 'Difficult', 'Classic', 'Cute', 'Side Scroller', 'Story Rich', 'Funny', 'Aliens']",14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",GalaxyTrail
248330,125,Pixeljam,"['Action', 'Indie', 'Racing']",Dino Run DX,2015-09-29,"['Indie', 'Racing', 'Action', 'Dinosaurs', 'Pixel Graphics', '2D', 'Runner', 'Side Scroller', 'Multiplayer']",5.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",Pixeljam
248470,108,Saibot Studios,"['Action', 'Adventure', 'Indie']",Doorways: Prelude,2013-09-20,"['Horror', 'Adventure', 'Indie', 'Action', 'Survival Horror', 'First-Person', 'Dark', 'Atmospheric', 'Singleplayer', 'Puzzle', 'Survival', 'Exploration', 'Walking Simulator', 'Psychological', 'Psychological Horror', 'Story Rich', 'Gore', '3D Vision', 'VR', 'Crime']",9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Saibot Studios
248820,1132,Chucklefish,"['Action', 'Indie', 'RPG']",Risk of Rain,2013-11-08,"['Rogue-like', 'Indie', 'Platformer', 'Action', 'Pixel Graphics', 'Great Soundtrack', 'Online Co-Op', 'Difficult', 'Perma Death', 'Co-op', '2D', 'Local Co-Op', 'Rogue-lite', 'Multiplayer', 'RPG', 'Singleplayer', 'Replay Value', 'Survival', 'Sci-fi', 'Side Scroller']",9.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Hopoo Games, LLC"
248860,1045,Blue Bottle Games,"['Indie', 'RPG', 'Strategy']",NEO Scavenger,2014-12-15,"['Survival', 'Post-apocalyptic', 'RPG', 'Rogue-like', 'Turn-Based', 'Indie', 'Perma Death', 'Crafting', 'Strategy', 'Difficult', 'Sandbox', 'Inventory Management', 'Realistic', 'Open World', 'Singleplayer', 'Hex Grid', 'Turn-Based Strategy', 'Hunting', 'Adventure', 'Simulation']",14.99,"['Single-player', 'Steam Trading Cards']",Blue Bottle Games
249130,373,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",LEGO® Marvel™ Super Heroes,2013-10-22,"['LEGO', 'Open World', 'Superhero', 'Adventure', 'Action', 'Local Co-Op', 'Comedy', 'Family Friendly', 'Funny', 'Comic Book', 'Singleplayer', 'Co-op', 'Third Person', 'Local Multiplayer', 'Split Screen', 'Casual', 'Multiplayer', 'Puzzle', 'Sandbox', 'Platformer']",19.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Traveller's Tales
249590,300,Rain Games,['Indie'],Teslagrad,2013-12-13,"['Platformer', 'Indie', 'Puzzle', 'Metroidvania', '2D', 'Steampunk', 'Singleplayer', 'Physics', 'Difficult', 'Atmospheric', 'Action', 'Hand-drawn', 'Exploration', 'Puzzle-Platformer', 'Adventure', 'Great Soundtrack', 'Controller']",9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Rain Games
250360,3,The Writer Zone,"['Utilities', 'Video Production']",MovieWriterPro,2013-09-28,"['Utilities', 'Video Production']",29.99,,The Writer Zone
250500,510,sparsevector,"['Action', 'Adventure', 'Indie']",Super Amazing Wagon Adventure,2013-10-17,"['Indie', 'Action', 'Adventure', 'Comedy', 'Pixel Graphics', 'Retro', 'Rogue-like', 'Perma Death', '2D', 'Singleplayer', 'Funny', 'Difficult', 'Shooter', ""Shoot 'Em Up"", 'Side Scroller']",2.99,"['Single-player', 'Full controller support']",sparsevector
250620,842,Krillbite Studio,"['Action', 'Adventure', 'Indie']",Among the Sleep - Enhanced Edition,2017-11-02,"['Horror', 'Indie', 'Adventure', 'Atmospheric', 'First-Person', 'Singleplayer', 'Walking Simulator', 'Survival Horror', 'Dark', 'Action', 'Puzzle', 'Short', 'Cute', 'Psychological Horror', 'Exploration', 'Story Rich', 'Survival', 'VR', 'Stealth', 'Simulation']",16.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Krillbite Studio
250700,137,Capybara Games,"['Action', 'Indie']",Super Time Force Ultra,2014-08-25,"['Indie', 'Pixel Graphics', 'Action', 'Platformer', 'Time Travel', 'Side Scroller', 'Time Manipulation', '2D', 'Shooter', 'Singleplayer', 'Adventure', 'Bullet Hell', 'Great Soundtrack', 'Funny', 'Sci-fi', 'Comedy', 'Co-op']",14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",Capybara Games
251170,635,9heads Game Studios,['Adventure'],Damned,2014-10-06,"['Horror', 'Multiplayer', 'Co-op', 'Survival', 'Survival Horror', 'Adventure', 'Online Co-Op', 'Indie', 'First-Person', 'Team-Based', 'Free to Play']",9.99,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9heads Game Studios
251270,115,"XSEED Games, Marvelous USA, Inc.","['Adventure', 'Indie', 'RPG']",Corpse Party,2016-04-25,"['Horror', 'Anime', 'Adventure', 'RPG', 'Visual Novel', 'Psychological Horror', 'RPGMaker', 'Gore', 'Story Rich', 'Indie', 'Pixel Graphics', 'Multiple Endings', 'Singleplayer', 'Mature', 'Dark', 'Great Soundtrack', 'Survival Horror', 'Cute']",14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",GrisGris
251390,80,Red Wasp Design Ltd,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Call of Cthulhu: The Wasted Land,2012-03-04,"['Lovecraftian', 'RPG', 'Strategy', 'Turn-Based', 'Indie', 'Adventure', 'Action', 'Turn-Based Strategy', 'World War I', 'Horror', 'Singleplayer', 'Tactical']",,"['Single-player', 'Steam Achievements']",Red Wasp Design Ltd
251410,61,Iceberg Interactive,"['Action', 'Indie']",Dark Matter,2013-10-17,"['Action', 'Indie', 'Side Scroller', 'Sci-fi', 'Female Protagonist', 'Metroidvania', 'Horror', 'Survival Horror', '2.5D', 'Platformer']",9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",InterWave Studios
251710,110,Auroch Digital,"['Adventure', 'Indie', 'RPG', 'Strategy']",Chainsaw Warrior,2013-10-07,"['Strategy', 'Board Game', 'RPG', 'Indie', 'Adventure', 'Games Workshop', 'Card Game', 'Singleplayer', 'Zombies', 'Difficult']",4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",Auroch Digital
251910,42,Firebrand Games,"['Indie', 'Strategy']",Solar Flux,2013-10-24,"['Indie', 'Strategy', 'Puzzle', 'Space']",9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Firebrand Games
252130,145,tinyBuild,"['Adventure', 'Casual', 'Indie']",Divide By Sheep,2015-07-02,"['Casual', 'Indie', 'Adventure', 'Puzzle', 'Cute']",4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Victor Solodilov,Denis Novikov"
252350,378,"Midnight City, Majesco Entertainment","['Action', 'Indie']",Double Dragon: Neon,2014-02-06,"[""Beat 'em up"", 'Co-op', 'Great Soundtrack', '1980s', 'Action', 'Arcade', 'Retro', 'Indie', 'Side Scroller', 'Local Multiplayer', 'Online Co-Op', 'Classic', 'Local Co-Op', 'Remake', 'Fighting', '2D', 'Platformer', 'Controller']",9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","WayForward,Abstraction Games"
252370,114,Wadjet Eye Games,"['Adventure', 'Indie']",The Shivah,2013-11-21,"['Adventure', 'Point & Click', 'Indie', 'Noir', 'Singleplayer', 'Story Rich', 'Short', '2D', 'Pixel Graphics']",4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Commentary available']",
252610,896,Rocketcat Games,"['Action', 'Indie', 'RPG']",Death Road to Canada,2016-07-21,"['Pixel Graphics', 'Zombies', 'Action', 'Indie', 'Rogue-like', 'Survival', 'RPG', 'Local Co-Op', 'Great Soundtrack', 'Comedy', 'Character Customization', '2D', 'Difficult', 'Co-op', 'Memes', 'Multiplayer', 'Funny', 'Rogue-lite', 'Replay Value', 'Adventure']",14.99,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","Rocketcat Games,Madgarden"
252910,123,Libredia,['Simulation'],Skyscraper Simulator,2010-09-09,"['Simulation', 'Building']",3.99,"['Single-player', 'Steam Cloud']","United Independent Entertainment GmbH,Actalogic"
252950,242,"Psyonix, Inc.","['Action', 'Indie', 'Racing', 'Sports']",Rocket League®,2015-07-07,"['Multiplayer', 'Racing', 'Soccer', 'Sports', 'Competitive', 'Team-Based', 'Online Co-Op', 'Football', 'Action', 'Co-op', 'Fast-Paced', 'Funny', 'Local Multiplayer', 'Great Soundtrack', 'Split Screen', 'Local Co-Op', 'Singleplayer', '4 Player Local', 'Casual', 'Indie']",19.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']","Psyonix, Inc."
253050,113,TechSmith Corporation,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production']",Camtasia - Subscription,2015-08-29,"['Video Production', 'Design & Illustration', 'Utilities', 'Software Training', 'Education', 'Animation & Modeling']",,,TechSmith Corporation
253110,826,Screen 7,"['Adventure', 'Indie']",The Cat Lady,2012-12-01,"['Horror', 'Story Rich', 'Indie', 'Adventure', 'Female Protagonist', 'Point & Click', 'Psychological Horror', 'Atmospheric', 'Dark', 'Mature', 'Great Soundtrack', 'Singleplayer', 'Drama', 'Psychological', 'Gore', 'Surreal', 'Puzzle', '2D', 'Multiple Endings', 'Choices Matter']",9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Harvester Games
253390,44,Glass Bottom Games,"['Action', 'Adventure', 'Indie', 'RPG']",Hot Tin Roof: The Cat That Wore A Fedora,2015-02-20,"['Adventure', 'Noir', 'Indie', 'Female Protagonist', 'Platformer', 'Detective', '3D Platformer', 'RPG', 'Action', 'Metroidvania']",14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",Glass Bottom Games
253530,169,Fortress Forever,"['Action', 'Free to Play', 'Indie']",Fortress Forever,2007-09-13,"['Free to Play', 'Action', 'Indie', 'FPS', 'Multiplayer', 'Mod', 'Team-Based', 'First-Person', 'Class-Based', 'Shooter', 'Fast-Paced', 'Remake', 'Classic']",,"['Multi-player', 'Includes level editor', 'Includes Source SDK']","Fortress Forever Development Team,Trepid Studios"
253650,326,Forever Entertainment S. A.,"['Action', 'Casual', 'Indie', 'Simulation']",Sparkle 2 Evo,2011-11-20,"['Casual', 'Indie', 'Simulation', 'Action', 'Singleplayer', 'Relaxing']",4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",
253670,19,Aartform,['Animation &amp; Modeling'],Aartform Curvy 3D 3.0,2013-11-12,['Animation & Modeling'],99.99,['Single-player'],Aartform
253960,27,Topware Interactive,['Adventure'],Jack Orlando: Director's Cut,2012-01-26,"['Adventure', 'Point & Click', 'Noir', 'Singleplayer', 'Detective']",4.99,"['Single-player', 'Steam Trading Cards']",Toontraxx Studios
254080,45,Topware Interactive,['Strategy'],World War III: Black Gold,2001-10-16,"['Strategy', 'RTS', 'War', 'Multiplayer']",4.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",Reality Pump
254300,51,Ankama Games,"['Adventure', 'Massively Multiplayer', 'RPG', 'Strategy']",Dofus,2016-11-15,"['RPG', 'Massively Multiplayer', 'Strategy', 'Adventure']",Free,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']",Ankama Studio
254480,34,Mighty Rocket Studio,"['Action', 'Adventure']",Obscure II (Obscure: The Aftermath),2008-03-25,"['Horror', 'Action', 'Survival Horror', 'Adventure', 'Co-op', 'Local Co-Op', 'Third Person', 'Singleplayer', 'Survival', 'Zombies', 'Atmospheric', 'Great Soundtrack']",9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Hydravision Entertainment
254700,332,Capcom,"['Action', 'Adventure']",resident evil 4 / biohazard 4,2014-02-27,"['Inventory Management', 'Survival Horror', 'Action', 'Zombies', 'Horror', 'Third-Person Shooter', 'Adventure', 'Singleplayer', 'Third Person', 'Classic', 'Quick-Time Events', 'Remake', 'Atmospheric', 'Survival', 'Shooter', 'Gore', 'Replay Value', 'Great Soundtrack', 'Difficult', 'Sci-fi']",19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",Capcom
254820,14,Rebellion,['Strategy'],Ground Control Anthology,2000-05-31,"['Strategy', 'RTS']",4.99,"['Single-player', 'Multi-player', 'Co-op']",Massive Entertainment
254880,34,Rebellion,['Strategy'],MoonBase Commander,2002-08-13,"['Strategy', 'Turn-Based Strategy', 'Sci-fi', 'Classic']",5.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",Humongous Entertainment
255220,939,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","['Racing', 'Sports']",GRID Autosport,2014-06-26,"['Racing', 'Sports', 'Simulation', 'Driving', 'Multiplayer', 'Arcade', 'Split Screen', 'Singleplayer', 'Controller', 'Action', 'Realistic', 'Co-op', 'VR', 'Great Soundtrack', 'Touch-Friendly', 'Adventure', 'Local Multiplayer', 'Atmospheric', 'Open World']",39.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']","Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
255260,44,Focus Home Interactive,['Simulation'],Pro Cycling Manager 2014,2014-06-19,"['Simulation', 'Sports', 'Cycling', 'Management', 'Adventure']",9.99,"['Single-player', 'Multi-player']",Cyanide Studio
255390,133,Microsoft Game Studios,['Adventure'],Max: The Curse of Brotherhood,2014-05-21,"['Adventure', 'Platformer', 'Puzzle', 'Action', 'Singleplayer', '2D', 'Controller']",14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Press Play
256030,98,Kalypso Media Digital Ltd,"['Indie', 'RPG']",Shadows: Heretic Kingdoms,2014-11-20,"['RPG', 'Indie', 'Story Rich', 'Hack and Slash', 'Fantasy', 'Isometric', 'Great Soundtrack', 'Dark Fantasy', 'Singleplayer', 'Lore-Rich', 'Adventure', 'Action RPG', 'Replay Value', 'Dungeon Crawler', 'Action', 'Loot']",39.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",Games Farm
256050,47,bitComposer Games,"['Simulation', 'Strategy']",Adventure Park,2013-11-08,"['Simulation', 'Strategy']",19.99,['Single-player'],b-Alive
256290,1860,Ubisoft,['RPG'],Child of Light,2014-04-29,"['RPG', 'Fantasy', 'Great Soundtrack', 'Female Protagonist', 'Turn-Based', 'Platformer', 'Adventure', '2D', 'Atmospheric', 'Story Rich', 'Hand-drawn', 'Singleplayer', 'Local Co-Op', 'Side Scroller', 'Cute', 'Turn-Based Strategy', 'Indie', 'Casual', 'Action', 'Metroidvania']",14.99,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",Ubisoft Montréal
257260,14,Nightdive Studios,"['Adventure', 'Casual']",Inherit the Earth: Quest for the Orb,1994-01-02,"['Adventure', 'Casual', 'Point & Click', 'Singleplayer', 'Classic']",5.99,['Single-player'],The Dreamers Guild
257650,9,Soulid Studio,['Utilities'],Mosaico,2013-11-26,"['Utilities', 'Software', 'Programming', 'Software Training', 'Design & Illustration', 'Audio Production', 'Video Production', 'Game Development']",19.99,,Soulid Studio
257730,1104,"Lightmare Studios, Yodo1 Games","['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Infinity Wars: Animated Trading Card Game,2014-09-05,"['Free to Play', 'Trading Card Game', 'Card Game', 'Strategy', 'Massively Multiplayer', 'Indie', 'Multiplayer', 'Tactical', 'Fantasy', 'Turn-Based', 'Adventure', 'Action', 'RPG', 'Singleplayer']",Free to Play,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'In-App Purchases']",Lightmare Studios
257770,21,Space Bullet Dynamics Corporation,"['Action', 'Indie', 'Strategy']",Signal Ops,2013-04-02,"['Strategy', 'Indie', 'Action', 'Stealth', 'FPS', 'Co-op']",9.99,"['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Space Bullet Dynamics Corporation
257870,19,Basilisk Games,"['Adventure', 'Indie', 'RPG']",Eschalon: Book III,2014-02-14,"['RPG', 'Indie', 'Adventure', 'Isometric', 'Turn-Based', 'Fantasy', 'Singleplayer']",9.99,['Single-player'],Basilisk Games
258050,162,Endless Loop Studios,"['Action', 'Indie', 'Strategy']",Survivor Squad,2013-11-08,"['Indie', 'Strategy', 'Zombies', 'Action', 'Survival', 'Multiplayer', 'Singleplayer', 'Top-Down', 'Crafting', 'Post-apocalyptic', 'Procedural Generation', 'Real Time Tactics', '2D']",2.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']",Endless Loop Studios
258520,1744,The Astronauts,"['Adventure', 'Indie']",The Vanishing of Ethan Carter,2014-09-25,"['Detective', 'Mystery', 'Atmospheric', 'Walking Simulator', 'Exploration', 'First-Person', 'Adventure', 'Horror', 'Singleplayer', 'Supernatural', 'Story Rich', 'Lovecraftian', 'Indie', 'Puzzle', 'Open World', 'Great Soundtrack', 'Short', 'Psychological Horror', 'Point & Click', 'Gore']",19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",The Astronauts
258880,94,United Independent Entertainment GmbH,['Simulation'],Professional Farmer 2014,2013-11-27,"['Simulation', 'Agriculture', 'Action', 'Multiplayer', 'Singleplayer', 'Open World']",14.99,"['Single-player', 'Partial Controller Support']",PlayWay S.A.
259340,29,Topware Interactive,"['Action', 'Casual', 'Indie']",Chicken Shoot Gold,2003-11-01,"['Action', 'Casual', 'Indie', 'Shooter']",6.99,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",ToonTRAXX Studios
259390,89,Arachnid Games,"['Action', 'Indie']",Ballpoint Universe - Infinite,2013-12-17,"['Indie', 'Action', ""Shoot 'Em Up"", 'Hand-drawn', 'Platformer', 'Side Scroller', 'Singleplayer', 'Shooter']",3.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",Arachnid Games
259450,71,Celsius Game Studios,"['Action', 'Indie', 'Simulation', 'Early Access']",Drifter,2014-03-04,"['Early Access', 'Simulation', 'Indie', 'Space', 'Sandbox', 'Action', 'Open World', 'Exploration', 'Space Sim', 'Procedural Generation', 'Trading', 'Sci-fi']",11.99,"['Single-player', 'Partial Controller Support']",Celsius Game Studios
259470,14,Surprise Attack,['Indie'],Particulars,2014-11-19,"['Indie', 'Puzzle', 'Physics']",5.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",SeeThrough Studios
259530,243,,"['Action', 'Indie']",Savant - Ascent,2013-12-04,"['Action', 'Indie', 'Great Soundtrack', 'Music', ""Shoot 'Em Up"", 'Fast-Paced', 'Score Attack', 'Short', 'Bullet Hell', 'Replay Value', 'Arcade', '2D', 'Singleplayer', 'Platformer', 'Difficult', 'Pixel Graphics', 'GameMaker', 'Retro', 'Controller']",1.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",D-Pad Studio
259550,515,Lonely Troops,"['Adventure', 'Casual', 'Indie', 'RPG']",Hero of the Kingdom,2012-12-20,"['Casual', 'Adventure', 'Indie', 'Point & Click', 'RPG', 'Singleplayer', 'Hidden Object', 'Fantasy', 'Short', 'Resource Management', 'Strategy', 'Isometric']",5.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Lonely Troops
259640,41,FUN Creators,"['Action', 'Adventure', 'Indie']",Guise Of The Wolf,2014-01-24,"['Indie', 'Werewolves', 'Adventure', 'Action', 'Puzzle', 'Survival', 'Stealth', 'Horror', 'Singleplayer', 'First-Person', 'Fantasy', 'Nudity']",2.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",FUN Creators
259720,79,Sakura River Interactive,"['Adventure', 'Indie', 'Simulation']",Fading Hearts,2009-11-11,"['Visual Novel', 'Anime', 'Indie', 'Simulation', 'Adventure', 'Dating Sim', 'Romance', 'RPG']",14.99,['Single-player'],Sakura River Interactive
259890,64,United Independent Entertainment GmbH,['Simulation'],Agricultural Simulator: Historical Farming,2012-05-25,"['Simulation', 'Agriculture']",9.99,"['Single-player', 'Steam Cloud']",Actalogic
260130,91,Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest: Generations of War Zero,2014-04-17,"['Anime', 'JRPG', 'RPG', 'Strategy', 'Adventure', 'Turn-Based', 'Turn-Based Strategy', 'Strategy RPG', 'Dating Sim', 'Singleplayer', 'Tactical', 'Fantasy', 'Visual Novel', 'Tactical RPG', 'Nudity']",19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Idea Factory
260190,59,Devolver Digital,"['Action', 'Adventure']",Marc Eckō's Getting Up: Contents Under Pressure,2006-02-14,"['Action', 'Adventure', 'Parkour', 'Great Soundtrack', 'Third Person', 'Classic', 'Atmospheric', 'Stealth', 'Singleplayer']",14.99,"['Single-player', 'Partial Controller Support']","The Collective,General Arcade"
260270,33,"Encore, Viva Media","['Adventure', 'Casual']",Shadows: Price For Our Sins Bonus Edition,2013-03-21,"['Casual', 'Adventure', 'Hidden Object', 'Puzzle', 'Point & Click']",9.99,['Single-player'],8th Floor Games
260930,47,Sixteen Tons Entertainment,['Simulation'],Emergency 2014,2013-11-15,"['Simulation', 'Strategy', 'RTS']",9.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op']",Sixteen Tons Entertainment
260990,13,Mixed In Key,"['Audio Production', 'Utilities']",Odesi Music Composition,2016-03-15,"['Utilities', 'Audio Production', 'Music']",49.99,,Mixed In Key
