item_id,n_interactions,release_year
203650,729,2012
213610,1066,2012
229660,808,2013
235720,536,2013
233250,4113,
243160,325,2015
205080,254,2013
244950,102,2014
243950,760,2013
242550,449,2013
237630,339,2013
248310,664,2014
249590,481,2013
226720,1057,2013
237740,375,2013
251730,508,2014
252030,294,2013
252350,356,2014
252750,72,2014
253900,1684,2013
254000,1215,
254020,1196,
254040,1431,
254060,1221,2003
243000,326,1999
257120,462,2013
249330,447,2013
241910,612,2013
258910,345,2015
260790,312,2014
236470,26,2014
262390,231,2014
263880,114,2014
264540,341,2014
264690,441,2013
266150,677,2013
266430,2919,2014
267920,411,2003
267940,436,2010
268240,398,
270450,1256,2015
271670,267,2014
272470,867,2014
274230,350,2015
235320,150,2001
257970,185,2014
276340,23,2014
277850,72,2014
278360,1331,2014
278530,89,2014
283230,289,2014
283680,292,2014
284460,620,2014
285980,46,2014
286360,495,2014
292600,233,2015
293660,62,2014
293780,559,2017
256290,1030,2014
295490,80,2014
296910,912,2014
296970,429,2015
297020,1509,
297290,154,2014
298600,823,2014
299260,487,2014
299680,125,2015
300570,446,2015
300580,623,2015
239120,254,2014
292140,620,2014
305920,190,2014
307070,606,2014
307590,182,2015
308040,156,2014
310450,321,2014
240760,1091,2014
259130,1044,1988
404730,1091,
312610,481,2014
312750,230,2014
313080,303,2015
313400,162,2014
313740,1195,
269210,2538,2014
314830,432,2015
255070,830,2014
315430,1527,2014
315650,53,2014
240970,236,2014
317280,205,2016
319910,689,2015
7000,2228,2006
8000,2240,2007
8140,2372,2008
224960,2073,2012
224980,1581,2012
225000,1569,2012
225020,1585,2012
225300,2028,2012
225320,2044,2012
322110,46,2017
322290,161,2015
323380,316,2015
325370,277,2015
305050,669,2014
258970,1210,2014
327310,121,2014
327890,1635,2015
328060,714,2015
328760,311,2015
329490,338,2015
330180,166,2015
331340,80,2015
289690,505,2014
332500,1369,2015
222420,179,2014
335670,493,2014
337150,293,2014
337270,59,2015
338170,578,2016
338760,143,2015
341530,136,2015
341800,1232,
310740,134,2015
342620,256,2015
343800,164,2015
345370,66,2015
222440,173,2015
345820,399,2015
294440,230,2014
347160,344,
349580,217,2015
351250,259,2015
354430,268,1994
355250,266,1994
356530,34,2015
356500,416,2001
356670,2167,2015
297130,780,2015
359580,354,2015
359870,340,2016
361670,353,1999
361690,348,1997
362680,347,2015
329460,307,2015
365770,269,2015
366230,71,2016
366250,258,2015
366260,81,2016
366270,51,2016
366280,52,2016
365670,1986,2015
368160,56,2015
351710,444,2015
373480,278,2016
382240,579,
382900,79,2015
383980,434,2017
385710,564,2015
386070,1173,2015
386990,67,2015
291550,10322,2017
295790,736,2014
393360,248,2015
394690,271,2016
382490,2439,2015
350210,6,2015
397500,502,2015
406440,75,
329440,301,2015
407230,549,2015
265750,166,2015
386800,121,
282210,662,2015
65980,2357,2014
441550,301,1998
442210,282,2016
99300,1569,2011
429330,240,2016
214850,425,
443080,549,
216390,187,
234310,1363,
243870,14608,
291150,395,2014
33900,1232,2009
243470,1971,2014
209160,2721,2014
209170,2721,
238590,1940,
326960,2325,2014
444640,1704,2016
113420,3859,2011
205710,443,2012
206210,6428,2012
212500,3764,2012
39000,4183,
214420,5071,2015
233630,1260,
251670,1384,
226320,6873,
246280,3600,
253430,1008,
270370,1117,2014
319060,1117,
302830,4489,2014
304050,13969,2015
310370,2736,2016
317360,6619,2014
335330,2839,2012
346330,919,2016
349480,2016,2008
355180,3901,2017
381990,337,2010
402840,644,2015
280790,3286,
415860,292,2016
438040,532,2016
351630,112,2016
521200,121,2010
4770,1375,2006
36100,14,2009
36110,14,
36120,14,
44200,454,2010
209690,440,2012
61600,564,2010
227580,476,2013
215710,343,2013
202270,863,2013
241320,392,2013
251430,226,2013
251490,60,2015
25800,1041,2007
226960,234,2013
235980,150,2013
94400,2457,2014
266130,575,2014
201040,292,2014
287980,649,2015
290260,93,2014
303210,973,2015
280740,627,2014
346180,204,2014
346420,57,2015
450700,57,2016
375820,401,2015
46400,336,2010
233980,982,2014
231310,318,2013
337360,77,2016
247950,382,2014
383150,343,2016
383180,195,2016
208480,2499,2012
38830,1389,
214510,1150,2012
32350,2215,2002
32390,2348,1998
32420,1492,2009
352400,397,2015
11020,3292,2008
11610,1950,2012
17080,6240,2012
290930,2123,2015
269670,187,2015
389570,2510,2015
391460,2464,2015
413850,703,2015
413851,703,
413852,703,
413853,703,
413854,705,
413855,704,
413856,704,
413857,703,
413858,703,
413859,703,
458250,703,
458260,704,
458270,703,
458280,703,
458300,703,
458310,704,
458320,703,
497810,703,
497811,703,
497812,703,
497813,703,
418040,68,2015
3220,77,
109400,2160,
203290,4059,2015
218130,2747,2013
218310,702,
258700,518,
218470,1006,
237310,4079,2014
250600,1559,2013
269390,986,
206500,4240,2012
241640,2014,
253710,7156,2014
263540,1542,2014
257710,1133,2014
260410,942,2014
264360,1547,
285580,1539,2014
290730,505,2014
291210,1448,
293540,2499,2014
294160,578,2014
295550,1064,2014
298240,2831,2015
302610,334,2014
302380,2868,2014
270570,636,2012
9880,1421,2009
314970,277,2016
315640,2637,
317470,2141,2014
48900,681,
293500,1043,2014
312150,762,2014
223650,986,
330760,573,
17570,1752,2010
335150,787,
336670,817,2015
338180,723,2015
338540,855,2015
339120,768,2014
340810,458,2015
341720,1270,2015
342570,363,2015
342980,1199,2015
316390,2927,2015
345520,1637,
345650,587,2015
346120,2180,2014
347630,242,
348700,173,2001
350020,139,2015
350700,171,
351790,341,2015
351800,889,2015
352160,281,2015
353360,896,2014
351140,563,2015
356640,282,
360760,789,
360870,830,2015
362070,351,2015
320590,326,
365050,279,2015
372800,671,2015
376570,1721,2014
378300,118,2015
380840,1171,2007
384400,91,
387860,835,2015
388490,333,2015
388870,356,
391260,552,2015
391270,509,2014
398450,129,2013
404580,96,2015
417860,4266,2015
417890,721,2015
427270,2664,2017
424280,1487,2016
436110,290,2016
449000,119,2016
449140,987,2016
457420,259,
7520,1689,2011
6310,344,2000
13210,1754,2007
13520,3189,2004
10150,1467,2009
25990,259,2001
73230,259,
42640,290,
39540,247,2009
39550,262,2009
94000,140,2011
48720,3577,2011
91810,63,2011
201760,297,
25000,782,2017
10220,288,2011
115320,1122,2012
211580,621,2011
215280,979,2017
7510,1211,2009
215470,2511,2012
223750,3169,
233860,396,
227860,780,2017
226740,433,2013
227720,285,
233390,92,
242860,2211,2015
236370,1313,2013
244710,572,2013
245130,348,
229580,300,2015
244030,206,2017
249360,221,2013
235600,1690,2013
232810,1033,
422420,1033,2016
250340,859,2007
250380,209,2013
250620,389,2017
251110,29,2016
251170,850,2014
251270,33,2016
251890,35,
252250,103,2013
252870,241,
253250,406,2015
224460,485,2013
249870,892,2013
238910,1028,2013
263440,724,
263760,1958,2014
264710,2545,
265810,81,2015
269030,238,2013
200010,1190,2012
247730,3056,2014
271570,489,2014
237870,821,2016
274920,900,2015
274940,2207,2014
316110,40,
275100,781,2015
349740,48,2015
251570,4766,
277930,252,2014
278460,1372,2014
281990,1162,2016
287600,46,2015
288040,52,2014
294100,847,2016
296830,211,
298260,3003,2014
297810,303,
299860,285,
304030,2435,2015
307880,1362,2015
312840,343,2015
313120,2164,2015
314810,65,2014
274900,1556,2014
318310,68,2013
322920,426,2015
325210,61,2014
328940,134,2015
321360,340,2015
332310,1006,2017
333950,797,2015
349110,797,
334230,1872,2014
337320,457,2015
337950,1039,2016
339350,116,2014
340150,161,2015
344760,2093,2015
266510,902,2015
326460,1426,2015
356390,5,2016
358130,73,2016
360940,186,2015
361280,249,2016
361640,554,
365210,15,2015
368360,382,2015
368500,426,2015
370100,948,
371300,47,
361800,149,2017
376210,126,2015
365160,29,2017
377080,118,2015
380600,2453,2015
236870,437,2016
381120,328,2016
384190,130,2016
378660,69,2015
390290,140,2015
391220,921,
352460,1087,2015
397780,14,2015
402020,74,2015
393380,865,2015
410910,10,2015
411570,25,2011
412450,38,2016
413710,204,2015
413870,44,2016
420930,14,2016
310360,149,2015
410890,42,2015
428690,559,2016
429570,274,2016
430440,121,2016
427730,1710,2015
436430,10,2016
438640,157,2016
244930,2899,2013
440650,5,2016
443810,226,2016
444260,37,2016
446020,126,2016
371660,346,2016
496890,44,2016
498240,216,2016
502940,27,2016
17020,771,
213650,1785,2012
305260,1082,2014
332070,1750,2014
393530,446,2016
438680,310,2016
265830,53,2014
278080,544,2014
290140,863,2015
247430,1829,2004
289950,128,
232010,1201,2008
258760,398,2012
302060,372,2011
302080,416,2007
407510,629,2015
39160,1171,2011
234940,502,2013
40400,793,2009
254100,469,2004
259320,347,2002
267980,587,2001
271640,462,2014
278490,325,2014
283350,340,2001
285840,820,2014
287100,965,2014
292370,174,2014
292390,990,1996
293180,1097,2014
308000,221,1988
308580,433,2014
311480,598,2014
312710,165,2015
277950,1085,
319180,313,2007
321150,330,2014
321400,328,2016
327410,420,2014
331710,765,
338050,310,2015
338550,190,2015
340200,439,2015
343180,123,2015
345220,214,2015
357780,243,2015
360130,160,
364690,448,2015
368900,524,
385200,614,
397620,577,
400370,178,1996
410560,274,
422250,287,2015
424830,376,2016
428430,555,2016
431270,303,
348460,386,2016
447880,198,
345390,389,2015
11130,204,2008
348840,34,2014
96800,1501,2012
216370,1501,
225760,1501,
382120,409,2015
206690,657,2012
252330,1067,2013
271860,553,2014
283370,497,2004
283430,619,1993
292380,776,2014
292630,644,2014
296050,441,2012
300220,275,2014
301750,569,2014
314250,362,2014
258160,2887,
321260,375,2014
346370,172,2015
357650,46,2017
349040,297,2016
441020,81,
33440,816,
47410,1993,2012
105430,1143,
209710,374,
206480,1612,2012
293260,2011,2015
9900,2971,2010
317510,158,2014
342610,59,2015
350990,119,2015
369580,526,2015
377330,241,
387970,272,2015
403190,443,2015
414730,236,
21670,373,2009
46430,346,
40380,319,2010
234160,837,2013
238170,259,
259430,104,2012
278910,316,2015
245490,724,2014
308420,429,2014
263500,1372,2014
378370,263,2015
18050,293,2010
354200,434,2015
17480,1553,2008
24790,827,2007
204880,2087,2012
243450,652,2013
394360,685,2016
47400,761,2012
22100,2844,2008
325610,1409,2015
6200,405,2003
34900,2949,2009
11390,1768,2009
2520,307,2006
2525,307,
2570,281,2007
11330,513,2009
11360,509,2008
46440,359,2010
105300,449,2011
220820,507,2012
70600,1982,2011
70620,1380,2011
70640,787,1995
70650,1238,2002
70660,1234,2011
217200,1747,1999
222710,163,
305280,527,
352280,251,
250700,486,2014
270170,1063,2014
284850,157,2014
298400,63,2014
306550,86,2014
319250,92,2014
314410,240,2015
360150,290,
238090,2477,2014
211440,834,2012
241660,309,2013
291330,128,2014
356370,448,2015
393410,644,2015
407120,355,2015
6220,606,2005
314160,1144,2006
104020,137,2012
411180,360,2015
411181,360,
411182,360,
411183,360,
411184,360,
411185,360,
411186,360,
411187,360,
411188,360,
411189,360,
411190,360,
411191,360,
411192,360,
411193,360,
411194,360,
419910,360,
420090,360,
523480,360,
523481,360,
523482,360,
523483,360,
523484,360,
523485,360,
523486,360,
523487,360,
523488,360,
523489,360,
523490,360,
13140,1378,
311860,317,2014
329000,287,2014
340650,288,2015
349700,3059,2015
351290,239,2015
354290,177,2016
244050,470,2013
385070,259,2015
412170,209,2015
423710,239,
434730,367,2016
448640,193,2016
457820,192,2016
467000,185,2016
468560,440,2016
473470,178,
212390,663,2012
283290,1248,2003
315830,53,2014
357480,397,2015
364110,339,
232910,983,2013
299740,741,2014
314520,50,2015
437220,1900,
25980,251,2009
47890,1956,2009
201230,749,2011
215870,395,2013
16730,1035,
249680,297,2013
343330,223,
351030,96,2016
219340,515,2013
55370,304,2011
299700,989,
314280,913,2014
257400,840,2013
377590,88,2016
437900,254,2016
313160,746,2014
46550,258,2002
33120,242,2009
253920,810,1999
287120,773,2014
333600,753,
347510,92,2015
348020,271,2015
351640,1038,2015
381560,239,2015
382570,159,2015
385800,625,
397980,237,2015
416170,169,2015
464780,301,2016
489220,208,2016
495350,16,2016
461560,662,2016
491130,362,2016
8080,1243,2007
23450,392,2009
7830,820,2009
462930,780,2016
24840,556,2007
240320,1001,
272350,831,
217750,664,2013
91330,241,2012
286940,230,2013
289300,109,2006
298160,857,2014
337410,273,2014
342480,821,
381640,68,2016
385890,199,2015
389300,73,
394120,89,2017
397040,147,2015
287920,911,2015
407250,679,
409510,319,2015
442710,216,2016
449040,283,2016
224320,226,
268750,1967,2014
322170,1140,2014
349720,533,2007
238260,1011,2013
224060,1392,
282660,677,2006
301300,49,2014
353090,46,2015
377460,13,2015
386880,283,2015
449550,4,2016
41210,597,
221180,659,2014
33660,24,2010
104100,49,
232450,594,2016
239800,502,2013
264060,163,2014
323060,788,2016
343710,785,2015
380020,64,2015
405610,44,2015
231060,1464,2013
253530,551,2007
261430,128,
283060,172,2016
293560,973,
300040,975,2014
315880,630,
442080,2567,2016
304270,923,
29120,129,2008
45410,279,2011
29130,148,2008
251870,561,2011
270210,299,2016
225600,1457,2014
269910,480,
434110,246,
29800,815,2009
11340,492,2009
357280,205,2015
358840,52,2015
428950,269,2016
385730,339,2016
427920,375,
462960,103,2016
473560,133,2016
487220,218,2016
212580,277,
267550,241,
42960,871,2010
46500,511,2002
202200,1344,2011
40330,57,2009
222660,306,2013
245150,458,2013
225160,1466,1997
247240,532,2013
259510,144,2013
215530,1863,2013
271820,359,2014
204030,1993,2011
353130,799,2016
372540,328,2016
407900,216,2014
420790,448,2016
40100,2661,2010
96000,444,2011
109500,121,2012
231180,22,
248330,90,2015
255220,1069,2014
263060,845,2015
267530,756,2014
270630,182,2014
281940,105,2015
287260,254,2014
287340,460,2014
223410,54,2014
345200,31,2015
399700,5,
294000,242,2015
429790,190,2016
397100,377,2016
107400,511,
313240,178,2016
314020,719,2014
17580,577,2005
328500,185,2014
341190,683,2015
344750,315,
354900,96,2015
356310,748,2015
367670,211,2015
381150,285,
386510,93,2015
407620,197,2015
431540,118,2015
433210,128,2015
433350,425,2016
434570,848,2016
434610,170,2013
264120,361,2016
442180,36,
443940,408,2016
449220,288,2016
450390,470,
454930,174,2016
466910,1154,2016
467820,188,2016
502550,382,2016
218170,609,
105700,246,2011
216670,43,2012
237570,510,2013
254080,402,2001
255480,306,
269490,358,2014
279640,240,2015
282350,432,
285050,102,2013
205020,242,2014
337110,64,2015
339290,113,2015
343170,77,2015
368720,217,2015
371900,85,2015
345240,470,2000
401190,147,2015
420970,37,1998
473520,96,2014
231910,182,2013
216890,668,2012
239660,2367,2013
214700,414,2012
250420,3157,2015
265770,711,2014
313730,921,
222750,1324,2013
232750,627,2013
244450,1000,2014
292910,252,2014
299720,342,2014
312210,170,2014
6870,1126,2007
6980,1908,2004
8170,776,2009
211740,1487,2000
224300,647,2003
224920,658,2012
224940,640,2001
242960,562,2002
227180,1015,2013
328600,267,2014
331500,151,2015
331670,512,2014
385510,113,2015
386140,56,2017
422970,299,2016
2540,525,2007
2545,525,
2550,525,
25700,345,2009
219870,480,
218330,951,
228560,180,
219830,1606,2013
263740,248,2013
278970,295,2015
280930,108,2014
292060,32,2014
214190,1183,2014
302590,174,2016
266030,227,2014
319570,222,2015
323850,462,2016
326740,63,
342300,125,2015
343630,401,2015
352700,236,2015
360480,475,
381810,267,
384500,38,2016
394380,331,2016
394970,162,
429050,46,2016
448460,256,
458560,91,2016
417910,69,
281370,343,2014
311700,291,
364370,11,2015
395520,631,2015
409670,272,2015
431910,30,2016
6080,71,2007
37370,12,2007
9930,882,
227380,103,1983
228760,541,2011
233550,362,2013
243360,296,2013
244210,738,
240340,18,1984
253750,153,2014
246960,297,2013
257990,139,2013
252730,234,1995
259940,220,1996
259960,218,1997
259980,223,1998
260000,221,1997
260020,216,1996
260040,217,1997
260060,218,1998
264220,70,2013
267360,119,2013
273570,56,1995
277890,476,2014
282010,175,1997
299030,109,1998
311190,85,2014
317040,182,1996
243220,184,2014
324680,194,2003
346850,71,2015
348300,50,2015
366040,21,2015
376920,72,2015
397690,122,2015
405820,58,1997
410700,124,
410710,144,2015
350770,9,2015
433340,679,2017
3320,277,2006
73020,255,2011
95500,118,
207790,104,2012
105100,256,2011
221020,761,2012
204960,70,2012
212200,1182,2012
300970,485,2008
215100,870,2003
243020,37,1996
299460,1479,2014
316600,153,2014
354850,628,
338060,76,2015
379960,69,2015
379980,72,2016
230290,458,
397340,366,2015
269570,130,2014
368990,601,2015
412880,391,2015
449050,142,2016
327090,109,2015
385370,213,
375600,420,2015
2990,812,2006
365070,315,2014
360170,481,2016
412470,285,2015
338000,676,2015
237890,500,2014
351970,268,2015
406150,112,2015
283980,169,1997
6250,183,2007
2720,68,2007
35600,66,2009
12480,105,2009
3130,589,2009
42890,229,2008
73010,470,2011
47800,149,2011
46510,468,2004
7530,472,2011
24670,511,2011
6800,739,1998
6810,717,1999
6830,879,2002
6840,815,2003
73210,262,2011
92200,147,2011
92210,150,2011
92220,158,2011
80200,177,2011
46570,250,
261720,161,2014
25890,1030,2009
80330,278,2012
80340,234,2012
80350,233,2012
33680,160,2010
205730,764,2012
203560,247,2012
207250,1016,2012
206370,556,2012
211800,121,2012
207350,503,2012
205590,91,
215160,376,2012
46340,245,2009
221830,166,2012
39630,334,2001
39640,312,2003
215930,326,2004
214150,251,2012
227220,618,2013
220090,357,2013
224820,417,2013
220660,444,2013
234370,337,2013
105420,153,2013
228440,468,2013
238530,154,2013
238630,124,2013
236790,317,2013
243200,293,2013
35480,1479,2011
42980,293,2010
246300,165,2012
248510,53,2013
248800,174,2013
250030,217,2013
253110,312,2012
231330,264,2013
245050,213,2014
257050,295,2013
22120,845,2009
22140,845,
22180,949,2007
247140,198,2013
259060,71,2013
235620,309,2013
260380,29,2014
254440,701,2013
261530,282,2014
263840,426,
266110,682,2014
241410,395,2013
270050,252,2014
263400,152,2012
273770,163,2014
274250,671,2014
275570,314,2001
277450,216,2005
277460,164,2003
278930,203,2014
279990,223,2014
281390,43,2002
287200,202,2014
236150,392,2014
291050,104,2011
292400,50,2014
292930,263,2003
294750,104,2014
297110,267,2014
298140,106,2008
294770,139,2002
294790,115,2014
302210,91,2003
302250,192,2013
46460,237,
46480,228,2005
46490,206,2009
302170,62,2001
302390,72,2001
303940,36,2012
305070,148,2014
251060,1139,2014
311120,47,2006
313140,62,2014
314980,31,2014
214630,284,2012
214640,284,
304730,105,2014
326180,314,2014
327640,405,2015
345260,333,2002
359230,31,2015
365800,22,2015
351910,33,2015
434420,305,2016
458730,31,
13560,517,2003
13580,508,2006
234080,453,2013
342150,290,2017
397680,113,2015
494770,113,
42650,676,
330580,137,2015
390670,975,2015
399660,202,2015
444140,11,2016
112100,493,2011
6100,527,
258090,221,2013
262300,221,2012
316840,83,
320140,462,2015
349680,102,2015
355240,77,2015
357300,284,2015
358960,85,2015
359960,395,2015
364420,646,2015
420110,312,
9460,554,2008
38450,42,1997
46420,388,
32510,474,2011
61700,345,2011
202310,422,2012
220260,1362,2013
203250,349,
233410,93,2013
280180,62,2017
265120,303,2014
290320,145,2014
297000,305,2015
324570,230,2014
213120,595,
354380,271,2015
345350,317,2015
339340,122,2016
317110,465,
285920,336,2015
387990,575,2016
482920,160,2016
231200,452,2013
222520,765,2013
313690,686,2014
410380,229,2016
413170,221,2016
420740,193,2015
219700,366,2014
386940,288,2016
223730,251,2012
251230,19,2016
302270,464,2014
322500,943,2016
208030,392,
338340,196,
21800,180,2009
24810,444,2009
48220,786,2011
236510,1211,
291010,845,2016
302670,196,2016
256190,209,2014
11480,124,2004
46290,219,2007
46360,147,2010
204860,338,2012
318020,243,2015
334040,368,
235380,29,2017
313480,116,
313500,122,
234630,625,
7200,324,2008
40320,50,2009
33210,243,2009
33340,185,1999
24780,2088,2003
207430,504,2012
39560,378,2009
65560,499,2011
206760,382,2012
223430,357,2012
212180,2045,
227160,439,2014
218980,62,
204530,330,2014
249630,519,2013
233700,605,
269230,217,2013
270150,720,2015
227060,124,2014
290300,355,2015
250560,338,2014
223490,49,
233610,469,
329130,330,2015
326410,430,2015
340050,422,2015
314420,311,2013
363360,36,2015
375950,1537,2015
440090,365,2016
496460,20,2017
12130,95,2004
318220,335,2014
341940,145,2015
218450,277,
323610,84,2006
323900,243,2015
324850,76,2014
339210,8,2015
398840,137,2015
400250,502,2015
270880,454,2016
1900,588,2006
44620,335,2011
44650,317,2011
44660,320,2011
44670,306,2011
44680,299,
44690,238,2005
257850,497,2016
289090,420,2014
315920,125,2013
361630,881,2015
363610,65,2015
369000,128,2015
385980,66,2015
395980,454,
415610,1,2016
258590,193,2014
97100,802,2011
310950,329,2016
329050,349,2015
244810,311,2013
342380,428,
353270,330,2015
376300,133,2015
257790,81,2014
374040,316,2017
394740,66,2016
493370,222,2016
61730,141,2012
222140,490,2012
331120,538,2014
373330,477,
390520,98,2015
251970,588,
297210,424,2014
335430,732,2017
49800,408,2010
265650,225,
484950,131,2016
21170,845,
105800,820,2012
222940,910,2013
293840,538,2014
319550,146,2014
208750,382,2015
367570,139,2015
382890,66,2015
247830,487,
256410,1237,
321480,470,2014
250500,698,2013
265610,210,2014
373440,93,2015
375200,182,
495910,561,2016
45400,462,2010
38740,1324,2011
201510,370,2011
18120,220,2012
111100,359,2012
214590,394,2012
273580,24,2014
273590,29,2014
281200,252,2016
284160,800,2015
295990,46,2014
228180,77,2014
302790,109,2014
315110,76,
315550,56,2014
317710,230,2014
318530,153,2014
329860,76,
335190,96,2015
340340,112,2014
342880,31,
343440,122,2015
348620,403,2014
354240,485,2015
355000,225,2016
373770,137,2016
375520,44,2015
377680,143,
345180,511,2015
395760,3,2017
402180,241,
421700,80,
426000,297,2016
429300,216,2016
301120,403,2015
445230,90,2016
459820,437,2016
479130,251,2016
521340,83,2016
6370,398,2011
55130,132,
99910,572,2011
106010,224,
108210,208,2011
109410,175,
113900,212,
201190,237,
201210,403,2014
211880,141,
212220,203,
212240,139,
212370,205,
221080,605,
238110,176,
280620,156,
29110,90,
95700,198,2011
221220,110,
221360,195,
221790,248,
223390,1864,
229100,114,
234330,519,2013
235400,384,2013
240380,439,
250740,106,
259020,112,2013
266070,582,2014
266450,244,
272060,924,2014
273550,162,
90530,242,
99920,75,
213570,66,
218210,123,
226980,1047,
235340,669,
248550,557,2013
280440,115,
289780,318,
290830,280,
295710,487,2014
304890,167,
314700,407,
317380,136,2006
317760,134,2014
317790,191,2014
319150,129,
257630,243,2014
321840,421,2013
329020,190,2014
329110,349,2014
330000,140,2015
336040,159,2015
272490,68,
340460,314,2015
340540,242,2012
341090,125,2015
342370,227,2011
306930,187,2013
343740,332,
343930,149,2015
345580,203,2015
346250,425,2012
349210,114,2015
350430,62,
350450,66,
350660,123,
351980,175,
274620,284,2017
356200,178,2015
343100,459,2015
370190,230,2015
335820,377,2015
374670,93,2016
378100,287,2015
383930,126,2016
385400,230,2015
391740,230,2015
389530,37,2016
392060,154,
392870,363,
398680,231,2016
400040,336,2007
400240,515,2015
379640,152,2014
407750,122,
413690,102,
415880,124,2017
422100,301,
440740,167,2016
447850,229,2016
453980,147,2016
370770,189,2016
461910,197,2016
463250,42,2016
467370,101,2016
473650,134,
477290,158,2016
312450,125,2015
471770,18,
269110,237,2013
390970,217,2015
291410,631,2016
331360,66,
334030,229,2015
373700,167,
376140,124,2008
416670,91,2015
438920,76,2016
473770,197,2016
492800,160,2016
314010,500,2016
497860,76,2008
506140,192,2016
214610,302,2012
263300,544,2014
320760,77,2015
454540,101,2016
473620,123,
436160,47,2016
107430,324,
224220,852,
259360,415,
33570,294,2010
33520,604,2009
33530,604,
233840,1174,2013
4890,143,2006
301680,114,2014
303470,160,2014
334560,99,2015
336020,104,2015
336110,42,2015
346320,98,2015
357770,122,2017
316430,120,2015
366890,259,2015
252610,85,2016
380360,551,2015
37210,20,2009
13200,941,2003
23530,227,2011
96400,546,
206610,211,2012
220160,1246,2013
202710,682,
227480,1369,2013
31100,716,
31110,697,
31120,697,
31130,697,
213850,1565,2013
247370,289,2013
253860,248,2013
259340,226,2003
259550,240,2012
267900,113,2006
15170,448,2006
15370,369,2007
15380,356,2006
238750,192,2014
243380,168,
284930,136,2014
341860,108,2015
291650,984,2015
501990,127,1995
260190,98,2006
24010,1069,2009
433800,99,2012
205550,377,2012
42140,304,2011
279720,159,2004
296870,185,2015
272510,716,2014
341310,507,2015
389460,50,2013
436150,413,2016
449630,259,
224440,248,
260430,617,2015
271240,350,2016
249570,74,2014
439940,169,2016
405950,212,2015
409690,219,2015
203830,323,2012
269790,157,2014
323720,138,2015
368370,443,2015
331600,324,2015
406210,26,2015
424370,25,2016
438270,233,2016
6550,579,2006
12460,89,2008
27940,363,2011
266490,147,2014
284950,504,2014
366760,185,2016
432150,272,
21600,81,2009
70900,374,2010
49300,154,2010
104000,221,2011
200630,143,
202130,366,2013
282590,107,2015
286120,460,2014
294460,114,2014
297470,8,2014
241240,769,2014
314450,606,2016
380770,236,
386260,41,2015
408330,174,
408990,58,2015
458060,11,2016
392950,103,2015
80000,145,2011
220700,1444,2012
39520,153,2002
39660,489,2007
39680,573,2010
324160,67,2015
325100,38,
345610,63,2015
366440,170,2016
13540,677,2006
228380,1302,2014
272860,1202,
336510,433,2013
384180,285,2016
356380,48,2015
15320,512,2006
426790,107,2016
282760,376,2014
370480,46,2015
407330,65,
407980,100,
428550,108,2016
469990,212,
508600,42,2016
517000,14,
15130,364,2003
385270,286,2015
412400,235,2015
414290,197,2016
415490,135,
414070,176,2015
431560,189,2016
431990,167,
434010,285,
205890,646,2016
203510,294,2012
232050,301,2013
251150,302,2014
217980,44,
227020,87,2013
257890,652,
246090,609,2014
274980,361,2014
208520,615,2013
312600,60,2014
307190,42,2013
346940,364,2015
463800,2,2016
303800,177,2014
316930,37,2015
377530,11,2016
207190,121,2012
220460,511,2012
33540,95,
218660,167,2012
258050,476,2013
261880,175,2014
279440,90,2014
296770,217,2014
289520,109,2014
317940,51,2015
327010,79,2014
341510,44,2015
346800,27,2015
357900,262,2015
357930,95,2015
368950,409,2015
410110,109,2015
411080,45,2016
444220,103,2016
458900,29,
461840,30,2016
223100,137,2016
495890,144,2016
324800,42,2016
300380,263,2017
344910,278,2015
351150,120,2015
360380,318,2015
396160,303,2015
443580,446,2016
94300,292,2012
94303,270,2012
210170,408,2012
230820,357,2013
243040,511,2001
269150,114,2013
296650,188,2014
18400,368,2008
246070,703,2014
299180,60,2010
8500,901,2003
454600,135,2016
389430,374,2016
25930,145,2009
42920,157,2010
102850,182,2012
25830,159,2005
23420,158,2008
23440,158,
25850,193,2009
22130,143,2006
227320,346,
301690,416,2013
301700,294,2013
376680,3,2015
314000,568,2015
46770,109,2010
300080,767,2016
338810,143,2017
339600,368,2015
423880,479,2015
46520,255,2011
282880,181,2014
283310,397,2000
300300,198,2014
304670,108,2014
322900,98,2015
340320,41,2015
351470,249,2015
355520,204,2015
359800,723,2014
359810,97,2015
360650,162,2015
362180,177,
362190,173,
362200,174,
362210,175,
362220,179,
362230,175,
362240,187,
362250,181,
362260,172,
362270,169,
362280,162,2013
495470,162,
377290,90,2015
380550,34,2015
391660,165,2015
396790,134,2015
411560,242,2015
416130,373,2015
397720,122,2015
444250,168,2017
446990,156,2016
461750,50,2016
462530,30,
463390,148,2016
464700,118,2016
266230,88,2014
307170,303,2014
359440,8,2015
11250,158,2006
11260,134,2007
15190,264,2005
19800,244,2005
34600,233,2009
95900,232,2011
214910,278,2012
230170,488,
257610,8,2013
275290,39,2012
286280,10,2015
298480,79,2014
332490,20,
344840,46,2015
399070,59,2015
317780,205,
258520,672,2014
400430,672,
362930,77,2013
63940,458,2011
262900,116,2013
292420,22,2007
364930,58,2015
449800,128,
447570,59,
7210,240,2003
348790,132,2015
390910,79,2015
269350,183,2014
247000,972,2014
332570,104,2014
311870,197,2014
400030,66,2014
377150,97,2017
521570,199,2016
249230,308,2014
373180,279,2015
485220,129,2016
230860,204,2014
337850,283,2015
350970,245,2015
